Mamalhuaztli,18.91849,224.8094,-7.65188,62.77512,602.6669,-12.71268,62.77512,602.6669,-12.71268,25.86812,210.7297,-1.10831,62.77512,602.6669,-12.71268,28.94589,268.4814,-22.85773,28.94589,268.4814,-22.85773,10720.05,98979.05,-9392.927,10720.05,98979.05,-9392.927,53.50364,489.4201,-51.7642
Tianquiztli,57.84942,90.07719,47.78294,65.12783,99.32695,54.17923,65.12783,99.32695,54.17923,57.27803,86.46219,47.38416,57.27803,86.46219,47.38416,63.3615,95.01397,51.96658,63.3615,95.01397,51.96658,58.61732,87.56447,47.55454,58.61732,87.56447,47.55454,62.96563,94.12411,50.68776,62.96563,94.12411,50.68776,58.66393,88.90623,47.30923,58.66393,88.90623,47.30923,57.84942,90.07719,47.78294
Citlaltlachtli,-4.05547,8.19518,4.86717,-5.31194,12.13001,8.23874,-5.31194,12.13001,8.23874,-25.97115,80.96408,49.57698,-25.97115,80.96408,49.57698,-44.68484,230.2477,110.0237,-44.68484,230.2477,110.0237,-6.56212,65.28144,27.19496,-6.56212,65.28144,27.19496,-19.74592,155.4154,57.67907,-19.74592,155.4154,57.67907,-5.26616,31.71439,9.4614,-5.26616,31.71439,9.4614,-109.0678,379.6839,148.2516,-109.0678,379.6839,148.2516,-30.10498,67.67852,37.57205,-30.10498,67.67852,37.57205,-4.05547,8.19518,4.86717
