loc_rowid,pl_pnum,hip_name
1756,1,
1757,1,
1758,1,
1759,1,
1760,1,
1761,1,
1762,1,
1763,1,
1764,1,
1765,1,
1766,3,
1767,3,
1768,3,
1769,1,
1770,1,
1771,1,
1772,1,
1773,1,
1774,1,
1775,1,
1776,1,
1777,1,
1778,1,
1779,2,
1780,2,
1781,1,
1782,1,
1783,1,
1784,1,
1785,1,
1786,1,
1787,1,
1788,1,
1789,1,
1790,1,
1791,2,
1792,2,
1793,1,
1794,1,
1795,1,
1796,1,
1797,1,
1798,1,
1799,1,
1800,1,
1801,1,
1802,1,
1803,3,
1804,3,
1805,3,
1806,1,
1807,1,
1808,1,
1809,1,
1810,1,
1811,1,
1812,1,
1813,1,
1814,1,
1815,1,
1816,2,
1817,2,
1818,1,
1819,2,
1820,2,
1821,1,
1822,1,
1823,1,
1824,1,
1825,1,
1826,1,
1827,1,
1828,1,
1829,4,
1830,4,
1831,4,
1832,4,
1833,1,
1834,2,
1835,2,
1836,1,
1837,1,
1838,1,
1839,1,
1840,1,
1841,1,
1842,1,
1843,1,
1844,2,
1845,2,
1846,1,
1847,1,
1848,1,
1849,1,
1850,1,
1851,1,
1852,2,
1853,2,
1854,1,
1855,1,
1856,1,
1857,2,
1858,2,
1859,1,
1860,1,
1861,1,
1862,1,
1863,1,
1864,1,
1865,1,
1866,1,
1867,1,
1868,1,
1869,2,
1870,2,
1871,2,
1872,2,
1873,1,
1874,1,
1875,1,
1876,1,
1877,1,
1878,1,
1879,1,
1880,1,
1881,1,
1882,2,
1883,2,
1884,1,
1885,1,
1886,1,
1887,1,
1888,1,
1889,2,
1890,2,
1891,1,
1892,1,
1893,1,
1894,1,
1895,2,
1896,2,
1897,2,
1898,2,
1899,2,
1900,2,
1901,1,
1902,1,
1903,1,
1904,1,
1905,1,
1906,1,
1907,1,
1908,1,
1909,3,
1910,3,
1911,3,
1912,1,
1913,1,
1914,1,
1915,1,
1916,1,
1917,1,
1918,1,
1919,1,
1920,4,
1921,4,
1922,4,
1923,4,
1924,1,
1925,2,
1926,2,
1927,1,
1928,1,
1929,1,
1930,1,
1931,1,
1932,1,
1933,1,
1934,1,
1935,2,
1936,2,
1937,1,
1938,1,
1939,2,
1940,2,
1941,1,
1942,1,
1943,1,
1944,1,
1945,1,
1946,1,
1947,1,
1948,1,
1949,1,
1950,1,
1951,2,
1952,2,
1953,1,
1954,1,
1955,1,
1956,1,
1957,1,
1958,1,
1959,1,
1960,1,
1961,1,
1962,1,
1963,3,
1964,3,
1965,3,
1966,1,
1967,1,
1968,1,
1969,1,
1970,1,
1971,1,
1972,1,
1973,1,
1974,1,
1975,1,
1976,2,
1977,2,
1978,1,
1979,1,
1980,1,
1981,1,
1982,1,
1983,1,
1984,1,
1985,1,
1986,1,
1987,1,
1988,2,
1989,2,
1990,1,
1991,1,
1992,1,
1993,1,
1994,1,
1995,1,
1996,1,
1997,1,
1998,1,
1999,1,
2000,2,
2001,2,
2002,1,
2003,1,
2004,1,
2005,1,
2006,1,
2007,1,
2008,1,
2009,1,
2010,1,
2011,1,
2012,2,
2013,2,
2014,1,
2015,1,
2016,1,
2017,1,
2018,2,
2019,2,
2020,1,
2021,1,
2022,1,
2023,2,
2024,2,
2025,1,
2026,2,
2027,2,
2028,1,
2029,1,
2030,1,
2031,1,
2032,1,
2033,1,
2034,1,
2035,1,
2036,1,
2037,1,
2038,3,
2039,3,
2040,3,
2041,1,
2042,1,
2043,1,
2044,1,
2045,1,
2046,1,
2047,1,
2048,1,
2049,1,
2050,1,
2051,3,
2052,3,
2053,3,
2054,1,
2055,1,
2056,1,
2057,1,
2058,1,
2059,1,
2060,1,
2061,1,
2062,1,
2063,1,
2064,1,
2065,5,
2066,5,
2067,5,
2068,5,
2069,5,
2070,1,
2071,1,
2072,1,
2073,1,
2074,1,
2075,1,
2076,1,
2077,1,
2078,1,
2079,1,
2080,2,
2081,2,
2082,1,
2083,1,
2084,1,
2085,1,
2086,1,
2087,1,
2088,1,
2089,1,
2090,1,
2091,1,
2092,2,
2093,2,
2094,1,
2095,1,
2096,1,
2097,1,
2098,1,
2099,1,
2100,1,
2101,1,
2102,1,
2103,1,
2104,2,
2105,2,
2106,2,
2107,2,
2108,1,
2109,1,
2110,1,
2111,1,
2112,1,
2113,1,
2114,1,
2115,1,
2116,1,
2117,5,
2118,5,
2119,5,
2120,5,
2121,5,
2122,1,
2123,1,
2124,4,
2125,4,
2126,4,
2127,4,
2128,1,
2129,1,
2130,1,
2131,1,
2132,1,
2133,1,
2134,1,
2135,2,
2136,2,
2137,1,
2138,1,
2139,1,
2140,1,
2141,1,
2142,1,
2143,1,
2144,1,
2145,1,
2146,1,
2147,2,
2148,2,
2149,1,
2150,1,
2151,1,
2152,1,
2153,1,
2154,1,
2155,1,
2156,1,
2157,1,
2158,1,
2159,3,
2160,3,
2161,3,
2162,1,
2163,1,
2164,1,
2165,1,
2166,1,
2167,1,
2168,1,
2169,1,
2170,1,
2171,1,
2172,2,
2173,2,
2174,1,
2175,1,
2176,1,
2177,1,
2178,1,
2179,1,
2180,1,
2181,1,
2182,1,
2183,1,
2184,2,
2185,2,
2186,1,
2187,1,
2188,1,
2189,1,
2190,1,
2191,1,
2192,1,
2193,1,
2194,1,
2195,1,
2196,1,
2197,2,
2198,2,
2199,1,
2200,1,
2201,1,
2202,1,
2203,1,
2204,1,
2205,1,
2206,1,
2207,1,
2208,1,
2209,2,
2210,2,
2211,1,
2212,1,
2213,1,
2214,1,
2215,1,
2216,1,
2217,1,
2218,1,
2219,1,
2220,1,
2221,2,
2222,2,
2223,1,
2224,1,
2225,1,
2226,1,
2227,1,
2228,1,
2229,1,
2230,1,
2231,1,
2232,1,
2233,2,
2234,2,
2235,1,
2236,1,
2237,1,
2238,1,
2239,1,
2240,1,
2241,1,
2242,1,
2243,1,
2244,1,
2245,3,
2246,3,
2247,3,
2248,1,
2249,2,
2250,2,
2251,2,
2252,2,
2253,1,
2254,1,
2255,1,
2256,1,
2257,1,
2258,2,
2259,2,
2260,2,
2261,2,
2262,1,
2263,1,
2264,1,
2265,1,
2266,1,
2267,1,
2268,1,
2269,1,
2270,3,
2271,3,
2272,3,
2273,1,
2274,4,
2275,4,
2276,4,
2277,4,
2278,2,
2279,2,
2280,5,
2281,5,
2282,5,
2283,5,
2284,5,
2285,1,
2286,2,
2287,2,
2288,3,
2289,3,
2290,3,
2291,4,
2292,4,
2293,4,
2294,4,
2295,2,
2296,2,
2297,3,
2298,3,
2299,3,
2300,2,
2301,2,
2302,4,
2303,4,
2304,4,
2305,4,
2306,2,
2307,2,
2308,3,
2309,3,
2310,3,
2311,2,
2312,2,
2313,3,
2314,3,
2315,3,
2316,2,
2317,2,
2318,2,
2319,2,
2320,2,
2321,2,
2322,2,
2323,2,
2324,3,
2325,3,
2326,3,
2327,2,
2328,2,
2329,5,
2330,5,
2331,5,
2332,5,
2333,5,
2334,2,
2335,2,
2336,2,
2337,2,
2338,2,
2339,2,
2340,3,
2341,3,
2342,3,
2343,2,
2344,2,
2345,3,
2346,3,
2347,3,
2348,3,
2349,3,
2350,3,
2351,2,
2352,2,
2353,3,
2354,3,
2355,3,
2356,2,
2357,2,
2358,2,
2359,2,
2360,4,
2361,4,
2362,4,
2363,4,
2364,3,
2365,3,
2366,3,
2367,2,
2368,2,
2369,6,
2370,6,
2371,6,
2372,6,
2373,6,
2374,6,
2375,2,
2376,2,
2377,2,
2378,2,
2379,2,
2380,2,
2381,3,
2382,3,
2383,3,
2384,2,
2385,2,
2386,2,
2387,2,
2388,3,
2389,3,
2390,3,
2391,3,
2392,3,
2393,3,
2394,4,
2395,4,
2396,4,
2397,4,
2398,2,
2399,2,
2400,1,HIP 94112
2401,2,
2402,2,
2403,2,
2404,2,
2405,2,
2406,2,
2407,2,
2408,2,
2409,2,
2410,2,
2411,4,
2412,4,
2413,4,
2414,4,
2415,2,
2416,2,
2417,3,
2418,3,
2419,3,
2420,3,
2421,3,
2422,3,
2423,3,
2424,3,
2425,3,
2426,1,
2427,4,
2428,4,
2429,4,
2430,4,
2431,4,
2432,4,
2433,4,
2434,4,
2435,3,
2436,3,
2437,3,
2438,4,
2439,4,
2440,4,
2441,4,
2442,4,
2443,4,
2444,4,
2445,4,
2446,2,
2447,2,
2448,3,
2449,3,
2450,3,
2451,2,
2452,2,
2453,3,
2454,3,
2455,3,
2456,3,
2457,3,
2458,3,
2459,3,
2460,3,
2461,3,
2462,2,
2463,2,
2464,2,
2465,2,
2466,2,
2467,2,
2468,2,
2469,2,
2470,2,
2471,2,
2472,4,
2473,4,
2474,4,
2475,4,
2476,2,
2477,2,
2478,2,
2479,2,
2480,5,
2481,5,
2482,5,
2483,5,
2484,5,
2485,2,
2486,2,
2487,4,
2488,4,
2489,4,
2490,4,
2491,2,
2492,2,
2493,2,
2494,2,
2495,2,
2496,2,
2497,2,
2498,2,
2499,3,
2500,3,
2501,3,
2502,4,
2503,4,
2504,4,
2505,4,
2506,2,
2507,2,
2508,3,
2509,3,
2510,3,
2511,2,
2512,2,
2513,3,
2514,3,
2515,3,
2516,3,
2517,3,
2518,3,
2519,3,
2520,3,
2521,3,
2522,4,
2523,4,
2524,4,
2525,4,
2526,2,
2527,2,
2528,3,
2529,3,
2530,3,
2531,3,
2532,3,
2533,3,
2534,3,
2535,3,
2536,3,
2537,4,
2538,4,
2539,4,
2540,4,
2541,3,
2542,3,
2543,3,
2544,2,
2545,2,
2546,2,
2547,2,
2548,4,
2549,4,
2550,4,
2551,4,
2552,2,
2553,2,
2554,2,
2555,2,
2556,2,
2557,2,
2558,2,
2559,2,
2560,2,
2561,2,
2562,4,
2563,4,
2564,4,
2565,4,
2566,2,
2567,2,
2568,3,
2569,3,
2570,3,
2571,2,
2572,2,
2573,2,
2574,2,
2575,2,
2576,2,
2577,2,
2578,2,
2579,3,
2580,3,
2581,3,
2582,3,
2583,3,
2584,3,
2585,2,
2586,2,
2587,2,
2588,2,
2589,3,
2590,3,
2591,3,
2592,3,
2593,3,
2594,3,
2595,2,
2596,2,
2597,2,
2598,2,
2599,3,
2600,3,
2601,3,
2602,2,
2603,2,
2604,2,
2605,2,
2606,2,
2607,2,
2608,4,
2609,4,
2610,4,
2611,4,
2612,2,
2613,2,
2614,2,
2615,2,
2616,2,
2617,2,
2618,4,
2619,4,
2620,4,
2621,4,
2622,2,
2623,2,
2624,3,
2625,3,
2626,3,
2627,3,
2628,3,
2629,3,
2630,2,
2631,2,
2632,2,
2633,2,
2634,2,
2635,2,
2636,5,
2637,5,
2638,5,
2639,5,
2640,5,
2641,2,
2642,2,
2643,2,
2644,2,
2645,3,
2646,3,
2647,3,
2648,5,
2649,5,
2650,5,
2651,5,
2652,5,
2653,2,
2654,2,
2655,3,
2656,3,
2657,3,
2658,4,
2659,4,
2660,4,
2661,4,
2662,3,
2663,3,
2664,3,
2665,2,
2666,2,
2667,3,
2668,3,
2669,3,
2670,2,
2671,2,
2672,2,
2673,2,
2674,4,
2675,4,
2676,4,
2677,4,
2678,3,
2679,3,
2680,3,
2681,4,
2682,4,
2683,4,
2684,4,
2685,2,
2686,2,
2687,2,
2688,2,
2689,2,
2690,2,
2691,3,
2692,3,
2693,3,
2694,3,
2695,3,
2696,3,
2697,2,
2698,2,
2699,2,
2700,2,
2701,2,
2702,2,
2703,2,
2704,2,
2705,2,
2706,2,
2707,2,
2708,2,
2709,2,
2710,2,
2711,2,
2712,2,
2713,3,
2714,3,
2715,3,
2716,5,
2717,5,
2718,5,
2719,5,
2720,5,
2721,2,
2722,2,
2723,2,
2724,2,
2725,2,
2726,2,
2727,2,
2728,2,
2729,2,
2730,2,
2731,3,
2732,3,
2733,3,
2734,3,
2735,3,
2736,3,
2737,3,
2738,3,
2739,3,
2740,2,
2741,2,
2742,2,
2743,2,
2744,5,
2745,5,
2746,5,
2747,5,
2748,5,
2749,2,
2750,2,
2751,3,
2752,3,
2753,3,
2754,3,
2755,3,
2756,3,
2757,2,
2758,2,
2759,3,
2760,3,
2761,3,
2762,2,
2763,2,
2764,3,
2765,3,
2766,3,
2767,2,
2768,2,
2769,4,
2770,4,
2771,4,
2772,4,
2773,3,
2774,3,
2775,3,
2776,1,
2777,2,
2778,2,
2779,4,
2780,4,
2781,4,
2782,4,
2783,4,
2784,4,
2785,4,
2786,4,
2787,2,
2788,2,
2789,2,
2790,2,
2791,2,
2792,2,
2793,2,
2794,2,
2795,2,
2796,2,
2797,2,
2798,2,
2799,2,
2800,2,
2801,1,
2802,3,
2803,3,
2804,3,
2805,3,
2806,3,
2807,3,
2808,2,
2809,2,
2810,2,
2811,2,
2812,3,
2813,3,
2814,3,
2815,2,
2816,2,
2817,2,
2818,2,
2819,3,
2820,3,
2821,3,
2822,2,
2823,2,
2824,3,
2825,3,
2826,3,
2827,2,
2828,2,
2829,2,
2830,2,
2831,2,
2832,2,
2833,2,
2834,2,
2835,3,
2836,3,
2837,3,
2838,2,
2839,2,
2840,2,
2841,2,
2842,2,
2843,2,
2844,2,
2845,2,
2846,2,
2847,2,
2848,2,
2849,2,
2850,4,
2851,4,
2852,4,
2853,4,
2854,2,
2855,2,
2856,2,
2857,2,
2858,3,
2859,3,
2860,3,
2861,2,
2862,2,
2863,3,
2864,3,
2865,3,
2866,2,
2867,2,
2868,2,
2869,2,
2870,2,
2871,2,
2872,2,
2873,2,
2874,2,
2875,2,
2876,1,
2877,2,
2878,2,
2879,2,
2880,2,
2881,2,
2882,2,
2883,2,
2884,2,
2885,2,
2886,2,
2887,2,
2888,2,
2889,2,
2890,2,
2891,2,
2892,2,
2893,2,
2894,2,
2895,2,
2896,2,
2897,1,
2898,2,
2899,2,
2900,2,
2901,2,
2902,2,
2903,2,
2904,2,
2905,2,
2906,2,
2907,2,
2908,2,
2909,2,
2910,2,
2911,2,
2912,2,
2913,2,
2914,3,
2915,3,
2916,3,
2917,3,
2918,3,
2919,3,
2920,1,
2921,1,
2922,2,
2923,2,
2924,3,
2925,3,
2926,3,
2927,4,
2928,4,
2929,4,
2930,4,
2931,3,
2932,3,
2933,3,
2934,2,
2935,2,
2936,2,
2937,2,
2938,2,
2939,2,
2940,2,
2941,2,
2942,1,
2943,1,
2944,1,
2945,1,
2946,4,
2947,4,
2948,4,
2949,4,
2950,1,
2951,1,
2952,2,
2953,2,
2954,2,
2955,2,
2956,2,
2957,2,
2958,2,
2959,2,
2960,1,
2961,2,
2962,2,
2963,3,
2964,3,
2965,3,
2966,1,
2967,1,
2968,1,
2969,2,
2970,2,
2971,1,
2972,1,
2973,1,
2974,1,
2975,1,
2976,2,
2977,2,
2978,3,
2979,3,
2980,3,
2981,2,
2982,2,
2983,1,
2984,1,
2985,1,
2986,2,
2987,2,
2988,1,
2989,1,
2990,1,
2991,1,
2992,1,
2993,1,
2994,1,
2995,1,
2996,5,HIP 94931
2997,5,HIP 94931
2998,5,HIP 94931
2999,5,HIP 94931
3000,5,HIP 94931
3001,3,
3002,3,
3003,3,
3004,3,
3005,3,
3006,3,
3007,1,
3008,2,
3009,2,
3010,2,
3011,1,
3012,3,
3013,3,
3014,3,
3015,1,
3016,1,
3017,2,
3018,2,
3019,2,
3020,3,
3021,3,
3022,3,
3023,2,
3024,1,
3025,1,
3026,1,
3027,1,
3028,1,
3029,2,
3030,2,
3031,1,
3032,1,
3033,3,
3034,3,
3035,3,
3036,1,
3037,1,
3038,1,
3039,1,
3040,1,
3041,1,
3042,1,
3043,1,
3044,1,
3045,1,
3046,4,
3047,4,
3048,4,
3049,4,
3050,1,
3051,1,
3052,1,
3053,1,
3054,1,
3055,1,
3056,1,
3057,2,
3058,2,
3059,1,
3060,1,
3061,4,
3062,4,
3063,4,
3064,4,
3065,1,
3066,1,
3067,1,
3068,1,
3069,1,
3070,1,
3071,1,
3072,1,
3073,1,
3074,1,
3075,1,
3076,2,
3077,2,
3078,1,
3079,1,
3080,1,
3081,1,
3082,1,
3083,1,
3084,1,
3085,1,
3086,1,
3087,3,
3088,3,
3089,3,
3090,1,
3091,1,
3092,1,
3093,1,
3094,1,
3095,1,
3096,1,
3097,1,
3098,1,
3099,1,
3100,3,
3101,3,
3102,3,
3103,2,
3104,2,
3105,1,
3106,1,
3107,1,
3108,2,
3109,2,
3110,1,
3111,1,
3112,1,
3113,1,
3114,2,
3115,2,
3116,3,
3117,3,
3118,3,
3119,1,
3120,1,
3121,1,
3122,1,
3123,1,
3124,1,
3125,1,
3126,1,
3127,1,
3128,2,
3129,2,
3130,3,
3131,3,
3132,3,
3133,1,
3134,1,
3135,1,
3136,1,
3137,1,
3138,1,
3139,1,
3140,1,
3141,1,
3142,2,
3143,2,
3144,5,
3145,5,
3146,5,
3147,5,
3148,5,
3149,1,
3150,1,
3151,1,
3152,2,
3153,2,
3154,1,
3155,1,
3156,1,
3157,1,
3158,1,
3159,1,
3160,3,
3161,3,
3162,3,
3163,1,
3164,2,
3165,2,
3166,1,
3167,1,
3168,1,
3169,1,
3170,1,
3171,1,
3172,1,
3173,1,
3174,2,
3175,2,
3176,1,
3177,1,
3178,1,
3179,1,
3180,1,
3181,1,
3182,1,
3183,1,
3184,1,
3185,1,
3186,3,
3187,3,
3188,3,
3189,1,
3190,1,
3191,1,
3192,1,
3193,1,
3194,1,
3195,1,
3196,1,
3197,1,
3198,1,
3199,2,
3200,2,
3201,1,
3202,1,
3203,1,
3204,1,
3205,1,
3206,1,
3207,1,
3208,1,
3209,1,
3210,1,
3211,1,
3212,3,
3213,3,
3214,3,
3215,1,
3216,1,
3217,1,
3218,3,
3219,3,
3220,3,
3221,1,
3222,2,
3223,2,
3224,1,
3225,1,
3226,1,
3227,1,
3228,1,
3229,2,
3230,2,
3231,1,
3232,1,
3233,1,
3234,1,
3235,1,
3236,2,
3237,2,
3238,1,
3239,1,
3240,2,
3241,2,
3242,5,
3243,5,
3244,5,
3245,5,
3246,5,
3247,1,
3248,1,
3249,1,
3250,1,
3251,1,
3252,2,
3253,2,
3254,1,
3255,1,
3256,1,
3257,1,
3258,1,
3259,1,
3260,1,
3261,1,
3262,1,
3263,1,
3264,1,
3265,1,
3266,1,
3267,1,
3268,1,
3269,1,
3270,1,
3271,1,
3272,1,
3273,1,
3274,1,
3275,1,
3276,1,
3277,1,
3278,1,
3279,4,
3280,4,
3281,4,
3282,4,
3283,1,
3284,1,
3285,1,
3286,2,
3287,2,
3288,1,
3289,1,
3290,1,
3291,1,
3292,1,
3293,1,
3294,1,
3295,1,
3296,1,
3297,1,
3298,1,
3299,1,
3300,1,
3301,1,
3302,1,
3303,1,
3304,1,
3305,1,
3306,1,
3307,1,
3308,1,
3309,1,
3310,1,
3311,1,
3312,1,
3313,1,
3314,1,
3315,1,
3316,3,
3317,3,
3318,3,
3319,1,
3320,1,
3321,1,
3322,1,
3323,1,
3324,1,
3325,1,
3326,1,
3327,1,
3328,1,
3329,2,
3330,2,
3331,1,
3332,1,
3333,1,
3334,1,
3335,1,
3336,1,
3337,1,
3338,1,
3339,1,
3340,1,
3341,1,
3342,1,
3343,1,
3344,1,
3345,1,
3346,1,
3347,1,
3348,1,
3349,1,
3350,1,
3351,1,
3352,1,
3353,1,
3354,2,
3355,2,
3356,1,
3357,1,
3358,1,
3359,1,
3360,1,
3361,1,
3362,1,
3363,1,
3364,1,
3365,2,
3366,2,
3367,1,
3368,1,
3369,1,
3370,1,
3371,1,
3372,1,
3373,1,
3374,2,
3375,2,
3376,1,
3377,2,
3378,2,
3379,1,
3380,1,
3381,1,
3382,1,
3383,1,
3384,1,
3385,1,
3386,1,
3387,1,
3388,1,
3389,1,
3390,1,
3391,1,
3392,1,
3393,1,
3394,1,
3395,1,
3396,1,
3397,1,
3398,2,
3399,2,
3400,1,
3401,1,
3402,1,
3403,1,
3404,2,
3405,2,
3406,1,
3407,1,
3408,4,
3409,4,
3410,4,
3411,4,
3412,1,
3413,1,
3414,2,
3415,2,
3416,1,
3417,1,
3418,1,
3419,1,
3420,1,
3421,1,
3422,1,
3423,1,
3424,2,
3425,2,
3426,1,
3427,3,
3428,3,
3429,3,
3430,1,
3431,1,
3432,1,
3433,1,
3434,1,
3435,1,
3436,1,
3437,1,
3438,1,
3439,1,
3440,1,
3441,1,
3442,1,
3443,1,
3444,1,
3445,1,
3446,1,
3447,1,
3448,1,
3449,1,
3450,4,
3451,4,
3452,4,
3453,4,
3454,1,
3455,1,
3456,1,
3457,1,
3458,1,
3459,1,
3460,1,
3461,1,
3462,1,
3463,1,
3464,1,
3465,6,
3466,6,
3467,6,
3468,6,
3469,6,
3470,6,
3471,1,
3472,1,
3473,1,
3474,1,
3475,2,
3476,2,
3477,1,
3478,1,
3479,1,
3480,1,
3481,1,
3482,3,
3483,3,
3484,3,
3485,1,
3486,1,
3487,1,
3488,1,
3489,1,
3490,1,
3491,1,
3492,1,
3493,1,
3494,1,
3495,5,
3496,5,
3497,5,
3498,5,
3499,5,
3500,1,
3501,1,
3502,1,
3503,1,
3504,1,
3505,2,
3506,2,
3507,1,
3508,1,
3509,1,
3510,1,
3511,3,
3512,3,
3513,3,
3514,1,
3515,1,
3516,1,
3517,1,
3518,1,
3519,1,
3520,1,
3521,1,
3522,1,
3523,1,
3524,5,
3525,5,
3526,5,
3527,5,
3528,5,
3529,1,
3530,1,
3531,1,
3532,1,
3533,1,
3534,1,
3535,1,
3536,1,
3537,1,
3538,1,
3539,4,
3540,4,
3541,4,
3542,4,
3543,1,
3544,1,
3545,1,
3546,1,
3547,1,
3548,1,
3549,1,
3550,1,
3551,1,
3552,1,
3553,1,
3554,1,
3555,1,
3556,1,
3557,1,
3558,1,
3559,1,
3560,1,
3561,1,
3562,1,
3563,2,
3564,2,
3565,1,
3566,1,
3567,1,
3568,1,
3569,1,
3570,1,
3571,1,
3572,1,
3573,1,
3574,1,
3575,1,
3576,1,
3577,1,
3578,1,
3579,1,
3580,1,
3581,1,
3582,2,
3583,2,
3584,1,
3585,1,
3586,1,
3587,1,
3588,1,
3589,1,
3590,1,
3591,1,
3592,1,
3593,1,
3594,1,
3595,1,
3596,3,
3597,3,
3598,3,
3599,8,
3600,1,
3601,1,
3602,1,
3603,2,
3604,2,
3605,1,
3606,1,
3607,1,
3608,1,
3609,1,
3610,1,
3611,1,
3612,1,
3613,1,
3614,1,
3615,1,
3616,1,
3617,1,
3618,1,
3619,1,
3620,1,
3621,1,
3622,3,
3623,3,
3624,3,
3625,2,
3626,2,
3627,1,
3628,1,
3629,1,
3630,1,
3631,1,
3632,1,
3633,1,
3634,1,
3635,1,
3636,2,
3637,2,
3638,1,
3639,1,
3640,1,
3641,1,
3642,1,
3643,1,
3644,1,
3645,2,
3646,2,
3647,1,
3648,1,
3649,2,
3650,2,
3651,1,
3652,1,
3653,1,
3654,1,
3655,1,
3656,1,
3657,1,
3658,1,
3659,1,
3660,1,
3661,1,
3662,1,
3663,1,
3664,1,
3665,2,
3666,2,
3667,1,
3668,1,
3669,1,
3670,1,
3671,1,
3672,1,
3673,1,
3674,1,
3675,1,
3676,1,
3677,1,
3678,1,
3679,1,
3680,1,
3681,2,
3682,2,
3683,2,
3684,2,
3685,2,
3686,2,
3687,2,
3688,2,
3689,1,
3690,1,
3691,1,
3692,1,
3693,1,
3694,1,
3695,1,
3696,1,
3697,1,
3698,1,
3699,1,
3700,1,
3701,1,
3702,1,
3703,1,
3704,1,
3705,1,
3706,1,
3707,1,
3708,1,
3709,1,
3710,1,
3711,2,
3712,2,
3713,1,
3714,1,
3715,1,
3716,1,
3717,1,
3718,1,
3719,1,
3720,1,
3721,1,
3722,1,HIP 115211
3723,3,
3724,3,
3725,3,
3726,2,
3727,2,
3728,1,HIP 28754
3729,1,
3730,2,
3731,2,
3732,1,
3733,1,HIP 14101
3734,2,
3735,2,
3736,1,
3737,1,HIP 104513
3738,1,
3739,1,
3740,1,
3741,1,
3742,1,
3743,1,
3744,1,
3745,1,
3746,1,
3747,1,
3748,1,
3749,1,
3750,1,
3751,1,
3752,1,
3753,1,
3754,1,
3755,1,
3756,1,
3757,1,
3758,1,
3759,1,
3760,1,
3761,1,
3762,1,
3763,1,
3764,1,
3765,1,
3766,1,
3767,1,
3768,1,
3769,1,
3770,1,
3771,1,
3772,1,
3773,1,
3774,1,
3775,1,
3776,1,
3777,1,
3778,1,
3779,2,
3780,2,
3781,1,
3782,2,
3783,2,
3784,1,
3785,1,
3786,1,
3787,1,
3788,2,
3789,2,
3790,1,
3791,1,
3792,1,
3793,1,
3794,1,
3795,1,
3796,1,
3797,2,
3798,2,
3799,1,
3800,1,
3801,1,
3802,1,
3803,1,
3804,1,
3805,1,
3806,1,
3807,1,
3808,1,
3809,1,
3810,1,
3811,1,
3812,2,
3813,2,
3814,1,
3815,1,
3816,1,
3817,1,
3818,1,
3819,1,
3820,1,
3821,1,
3822,1,
3823,1,
3824,1,
3825,1,
3826,1,
3827,1,
3828,1,
3829,1,
3830,1,
3831,1,
3832,1,
3833,1,
3834,2,
3835,2,
3836,1,
3837,1,
3838,1,
3839,1,
3840,1,
3841,1,
3842,1,
3843,1,
3844,1,
3845,2,
3846,2,
3847,1,
3848,1,
3849,1,
3850,1,
3851,3,
3852,3,
3853,3,
3854,1,
3855,1,
3856,1,
3857,1,
3858,2,
3859,2,
3860,1,HIP 70890
3861,1,
3862,1,
3863,1,
3864,1,
3865,1,
3866,1,
3867,1,
3868,1,
3869,1,
3870,1,
3871,1,
3872,1,
3873,1,
3874,1,HIP 57548
3875,1,HIP 63510
3876,1,
3877,1,
3878,1,
3879,1,
3880,1,
3881,2,
3882,2,
3883,3,
3884,3,
3885,3,
3886,1,
3887,1,
3888,1,
3889,1,
3890,2,
3891,2,
3892,3,
3893,3,
3894,3,
3895,1,
3896,7,
3897,7,
3898,7,
3899,7,
3900,7,
3901,7,
3902,7,
3903,2,
3904,2,
3905,1,
3906,1,
3907,1,
3908,1,
3909,2,
3910,2,
3911,1,
3912,1,
3913,1,
3914,1,
3915,1,
3916,1,
3917,1,
3918,1,
3919,1,
3920,2,
3921,2,
3922,1,
3923,4,
3924,4,
3925,4,
3926,4,
3927,1,
3928,1,
3929,1,
3930,1,
3931,1,
3932,1,
3933,1,
3934,1,
3935,1,
3936,1,
3937,1,
3938,1,
3939,1,
3940,1,
3941,1,
3942,1,
3943,1,
3944,1,
3945,1,
3946,1,
3947,1,
3948,1,
3949,2,
3950,2,
3951,1,
3952,1,
3953,1,
3954,1,
3955,1,
3956,1,
3957,1,
3958,1,
3959,1,
3960,1,
3961,1,
3962,1,
3963,1,
3964,1,
3965,1,
3966,1,
3967,1,
3968,1,
3969,1,
3970,1,
3971,1,
3972,1,
3973,1,
3974,1,
3975,1,
3976,1,
3977,1,
3978,1,
3979,1,
3980,1,
3981,1,
3982,1,
3983,1,
3984,1,
3985,1,
3986,1,
3987,1,
3988,1,
3989,1,
3990,1,
3991,1,
3992,1,
3993,1,
3994,1,
3995,1,
3996,2,HIP 7562
3997,2,HIP 7562
3998,1,
3999,1,
4000,1,
4001,1,
4002,1,
4003,1,
4004,1,
4005,1,
4006,1,
4007,1,
4008,1,
4009,1,
4010,1,
4011,1,
4012,1,
4013,1,
4014,1,
4015,1,
4016,1,
4017,1,
4018,1,
4019,1,
4020,1,HIP 11397
4021,1,
4022,1,
4023,1,
4024,1,
4025,1,
4026,1,
4027,1,
4028,2,
4029,2,
4030,1,
4031,1,
4032,1,
4033,1,
4034,1,
4035,4,
4036,4,
4037,4,
4038,4,
4039,1,
4040,1,
4041,1,
4042,1,
4043,1,
4044,2,
4045,2,
4046,1,
4047,1,
4048,1,
4049,1,
4050,1,
4051,1,
4052,1,
4053,1,
4054,1,
4055,1,
4056,1,
4057,1,
4058,1,
4059,1,
4060,1,
4061,1,
4062,1,
4063,1,
4064,1,
4065,1,
4066,1,
4067,1,
4068,1,
4069,1,
