Te Kope,23.51337,-7.57706,-30.85431,34.99348,-12.27726,-39.6082,34.99348,-12.27726,-39.6082,67.51953,-28.05134,-69.99024,67.51953,-28.05134,-69.99024,50.32522,-27.29174,-47.26536,50.32522,-27.29174,-47.26536,43.85358,-26.89227,-39.28078
Ara Toru,25.86812,210.7297,-1.10831,62.77512,602.6669,-12.71268,62.77512,602.6669,-12.71268,18.91849,224.8094,-7.65188
Manu,-1.46931,3.17617,0.32002,-0.49432,2.47673,-0.75848,-0.49432,2.47673,-0.75848,-5.99268,57.13204,-75.3961,-5.99268,57.13204,-75.3961,-2.90646,13.61802,-26.1241
Te Angaanga,7.02722,18.2876,5.80666,15.78105,38.36395,12.04721,15.78105,38.36395,12.04721,17.67381,41.92902,13.01491,17.67381,41.92902,13.01491,20.19737,43.21166,13.34257,20.19737,43.21166,13.34257,18.69596,41.47204,14.38051,18.69596,41.47204,14.38051,17.36483,39.69445,14.01739,17.36483,39.69445,14.01739,16.48845,39.1368,14.77277
Kaavei,14.75262,8.06346,6.38916,15.73199,9.75172,8.03361,15.73199,9.75172,8.03361,33.2876,30.49816,23.26243
Taki Mua,25.6258,-17.18,14.81154,9.33537,-5.01549,5.01956,9.33537,-5.01549,5.01956,51.43344,-12.87761,28.29014,51.43344,-12.87761,28.29014,38.31144,-9.41712,10.72272
Toki,61.5805,-77.96544,19.85832,18.99404,-23.13422,7.79414,18.99404,-23.13422,7.79414,48.0151,-57.406,21.33554,48.0151,-57.406,21.33554,24.73344,-27.79476,10.75607,24.73344,-27.79476,10.75607,43.24172,-49.98176,17.80127,43.24172,-49.98176,17.80127,48.0151,-57.406,21.33554
Te Aamonga,53.2156,-106.4318,22.29768,2.35547,-4.4873,0.79075,2.35547,-4.4873,0.79075,6.56385,-11.92565,1.52853
Te Paka Poi Ika Tapu,0.64897,-25.60228,-15.04007,2.63549,-21.48704,-10.28931,2.63549,-21.48704,-10.28931,14.95086,-60.79406,-30.9371,14.95086,-60.79406,-30.9371,43.71424,-139.1436,-56.05508,14.95086,-60.79406,-30.9371,24.42954,-59.07304,-32.55128,14.95086,-60.79406,-30.9371,3.81719,-36.05783,-24.81298,3.81719,-36.05783,-24.81298,0.64897,-25.60228,-15.04007
