Way Paat Ahiin,14.08238,5.53413,26.45757,79.83672,20.16802,146.8371,79.83672,20.16802,146.8371,37.98482,6.78448,58.37962,37.98482,6.78448,58.37962,8.60001,0.34459,14.4095,8.60001,0.34459,14.4095,197.2506,-232.1134,307.6008,197.2506,-232.1134,307.6008,249.3182,-348.7956,363.041,249.3182,-348.7956,363.041,152.5627,-227.7559,131.2946,249.3182,-348.7956,363.041,0.96056,-5.90801,4.80973
Aak,18.91849,224.8094,-7.65188,25.86812,210.7297,-1.10831
Oxib' Xk'ub',10.44414,195.3149,-33.3267,51.6011,256.7099,-37.74005,51.6011,256.7099,-37.74005,18.91849,224.8094,-7.65188,10.44414,195.3149,-33.3267,18.91849,224.8094,-7.65188
kitamob,-4.05547,8.19518,4.86717,-5.31194,12.13001,8.23874,-5.31194,12.13001,8.23874,-76.53924,151.0216,111.7057
Xoc,-23.5632,-14.49216,-13.90242,-12.35881,-7.6242,-10.69429,-12.35881,-7.6242,-10.69429,-35.33172,-49.08978,-32.34227,-12.35881,-7.6242,-10.69429,-13.56257,-4.97642,-10.77308,-13.56257,-4.97642,-10.77308,-69.54586,-38.36753,-86.03949,-69.54586,-38.36753,-86.03949,-54.08616,-43.60583,-62.903,-54.08616,-43.60583,-62.903,-60.95196,-60.17613,-80.24723,-60.95196,-60.17613,-80.24723,-73.35491,-62.61186,-104.8373
Siina'an,-58.5426,-140.3076,-75.57477,-64.6361,-108.5191,-70.63302,-64.6361,-108.5191,-70.63302,-52.72412,-129.4907,-96.82689,-52.72412,-129.4907,-96.82689,-8.44045,-28.76316,-27.33475,-52.72412,-129.4907,-96.82689,-35.81021,-52.41646,-48.5788
Kaan,14.95086,-60.79406,-30.9371,6.32627,-22.57756,-13.47186,6.32627,-22.57756,-13.47186,3.81719,-36.05783,-24.81298,3.81719,-36.05783,-24.81298,0.64897,-25.60228,-15.04007,3.81719,-36.05783,-24.81298,2.75423,-35.73884,-26.77798,2.75423,-35.73884,-26.77798,-6.65406,-67.01664,-62.79654,-6.65406,-67.01664,-62.79654,6.95191,-58.79438,-61.23999,6.95191,-58.79438,-61.23999,6.10073,-23.28651,-18.21067,6.10073,-23.28651,-18.21067,3.94576,-13.23188,-10.42882,3.94576,-13.23188,-10.42882,33.8164,-107.2041,-92.14123,33.8164,-107.2041,-92.14123,11.94638,-42.27774,-39.68985
Paddler Gods,-44.36376,-5.17196,-88.03452,-0.49432,2.47673,-0.75848
Zool,35.73335,11.02543,-6.71658,27.58364,5.31046,-9.11979,27.58364,5.31046,-9.11979,82.88032,7.04266,-12.91235,200.7706,52.48959,-116.7278,35.73335,11.02543,-6.71658,82.88032,7.04266,-12.91235,88.23954,8.31,-49.09094,88.23954,8.31,-49.09094,200.7706,52.48959,-116.7278
Kulte',17.40268,31.1245,3.74122,60.74108,123.898,21.58921,7.02722,18.2876,5.80666,20.19737,43.21166,13.34257,20.19737,43.21166,13.34257,16.48845,39.1368,14.77277,20.19737,43.21166,13.34257,72.05565,125.664,32.08834,20.19737,43.21166,13.34257,60.74108,123.898,21.58921,16.06711,43.06376,10.19897,20.19737,43.21166,13.34257,16.06711,43.06376,10.19897,2.41372,7.63677,0.9779,72.05565,125.664,32.08834,74.18605,114.5329,26.87951,74.18605,114.5329,26.87951,90.02327,135.5909,17.24979
Ch'oom,26.68185,23.39106,7.83122,19.0806,16.72475,4.52607,19.0806,16.72475,4.52607,212.0636,155.2321,49.23332,19.0806,16.72475,4.52607,46.74558,35.27621,8.71048,19.0806,16.72475,4.52607,53.34256,54.41438,5.44832,46.74558,35.27621,8.71048,18.44032,15.9314,1.37773
Kimi,-64.4264,29.01946,8.10401,-51.75266,39.01768,12.9507,-51.75266,39.01768,12.9507,-66.07194,46.32595,-1.60973,-66.07194,46.32595,-1.60973,-64.4264,29.01946,8.10401
